server_generation,action_string,score,slots_size,score_per_slot
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.9-84",953428.4967229596,4,238357.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.85-84",949228.4967229596,4,237307.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.8-96",937329.7991949271,4,234332.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.8-96",929649.7991949271,4,232412.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC1,1.0-96",917169.7991949271,4,229292.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.95-96",917169.7991949271,4,229292.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.9-96",917169.7991949271,4,229292.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.85-84",913948.4967229596,4,228487.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.85-84",912268.4967229596,4,228067.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.85-96",875889.7991949271,4,218972.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.75-96",866289.7991949271,4,216572.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.8-84",858508.4967229596,4,214627.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC3,1.0-72",850928.0350182467,4,212732.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.95-72",850928.0350182467,4,212732.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.9-72",850928.0350182467,4,212732.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.75-96",843249.7991949271,4,210812.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.8-84",829948.4967229596,4,207487.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.75-96",825969.7991949271,4,206492.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.8-84",823228.4967229596,4,205807.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC4,1.0-72",820688.0350182467,4,205172.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.95-72",820688.0350182467,4,205172.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.9-72",820688.0350182467,4,205172.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC2,1.0-72",815648.0350182467,4,203912.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.95-72",815648.0350182467,4,203912.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.9-72",815648.0350182467,4,203912.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC1,1.0-84",812308.4967229596,4,203077.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.95-84",812308.4967229596,4,203077.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.9-84",812308.4967229596,4,203077.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.85-72",812048.0350182467,4,203012.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.8-96",793329.7991949271,4,198332.44979873177
GPU.S2,"GPU.S2|buy-dismiss|DC3,1.0-96",783323.5742955613,4,195830.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.95-96",783323.5742955613,4,195830.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.9-96",783323.5742955613,4,195830.89357389032
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.85-72",781808.0350182467,4,195452.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.85-72",780368.0350182467,4,195092.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.85-84",776188.4967229596,4,194047.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.75-84",767788.4967229596,4,191947.1241807399
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.7-96",762609.7991949269,4,190652.44979873172
GPU.S2,"GPU.S2|buy-dismiss|DC4,1.0-96",754523.5742955613,4,188630.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.95-96",754523.5742955613,4,188630.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.9-96",754523.5742955613,4,188630.89357389032
GPU.S1,"GPU.S1|buy-dismiss|DC3,1.0-96",752677.3493961954,4,188169.33734904884
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.95-96",752677.3493961954,4,188169.33734904884
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.9-96",752677.3493961954,4,188169.33734904884
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.7-96",749169.7991949271,4,187292.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.75-84",747628.4967229596,4,186907.1241807399
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.85-96",744923.5742955613,4,186230.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC2,1.0-96",735323.5742955613,4,183830.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.95-96",735323.5742955613,4,183830.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.9-96",735323.5742955613,4,183830.89357389032
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.8-72",734288.0350182467,4,183572.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.75-84",732508.4967229596,4,183127.1241807399
GPU.S1,"GPU.S1|buy-dismiss|DC4,1.0-96",723877.3493961954,4,180969.33734904884
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.95-96",723877.3493961954,4,180969.33734904884
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.9-96",723877.3493961954,4,180969.33734904884
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.7-96",722289.7991949269,4,180572.44979873172
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.85-96",716677.3493961954,4,179169.33734904884
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.85-96",716123.5742955613,4,179030.89357389032
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.75-96",710769.7991949271,4,177692.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.8-72",709808.0350182467,4,177452.00875456168
GPU.S1,"GPU.S1|buy-dismiss|DC2,1.0-96",708037.3493961954,4,177009.33734904884
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.95-96",708037.3493961954,4,177009.33734904884
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.9-96",708037.3493961954,4,177009.33734904884
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.8-72",704048.0350182467,4,176012.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.8-84",703948.4967229596,4,175987.1241807399
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.85-96",700763.5742955613,4,175190.89357389032
GPU.S3,"GPU.S3|buy-dismiss|DC3,1.0-60",696045.7977488013,4,174011.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.95-60",696045.7977488013,4,174011.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.9-60",696045.7977488013,4,174011.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC1,1.0-72",694688.0350182467,4,173672.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.95-72",694688.0350182467,4,173672.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.9-72",694688.0350182467,4,173672.00875456168
GPU.S2,"GPU.S2|buy-dismiss|DC3,1.0-84",693969.9346325897,4,173492.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.95-84",693969.9346325897,4,173492.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.9-84",693969.9346325897,4,173492.48365814742
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.85-96",687877.3493961954,4,171969.33734904884
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.7-84",677068.4967229596,4,169267.1241807399
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.85-96",675781.3493961953,4,168945.33734904882
GPU.S3,"GPU.S3|buy-dismiss|DC4,1.0-60",670845.7977488013,4,167711.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.95-60",670845.7977488013,4,167711.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.9-60",670845.7977488013,4,167711.44943720032
GPU.S2,"GPU.S2|buy-dismiss|DC4,1.0-84",668769.9346325897,4,167192.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.95-84",668769.9346325897,4,167192.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.9-84",668769.9346325897,4,167192.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.8-96",668123.5742955613,4,167030.89357389032
GPU.S3,"GPU.S3|buy-dismiss|DC2,1.0-60",666645.7977488013,4,166661.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.95-60",666645.7977488013,4,166661.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.9-60",666645.7977488013,4,166661.44943720032
GPU.S1,"GPU.S1|buy-dismiss|DC3,1.0-84",665931.3725422197,4,166482.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.95-84",665931.3725422197,4,166482.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.9-84",665931.3725422197,4,166482.84313555493
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.7-84",665308.4967229597,4,166327.12418073992
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.85-72",663728.0350182467,4,165932.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.85-60",663645.7977488013,4,165911.44943720032
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.85-84",660369.9346325897,4,165092.48365814742
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.65-96",658929.7991949271,4,164732.44979873177
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.75-72",656528.0350182467,4,164132.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.65-96",655089.7991949271,4,163772.44979873177
GPU.S2,"GPU.S2|buy-dismiss|DC2,1.0-84",651969.9346325897,4,162992.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.95-84",651969.9346325897,4,162992.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.9-84",651969.9346325897,4,162992.48365814742
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.8-96",644677.3493961953,4,161169.33734904882
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.7-84",641788.4967229596,4,160447.1241807399
GPU.S1,"GPU.S1|buy-dismiss|DC4,1.0-84",640731.3725422197,4,160182.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.95-84",640731.3725422197,4,160182.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.9-84",640731.3725422197,4,160182.84313555493
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.8-96",639323.5742955613,4,159830.89357389032
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.75-72",639248.0350182467,4,159812.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.85-60",638445.7977488013,4,159611.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.85-60",637245.7977488013,4,159311.44943720032
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.85-84",635169.9346325897,4,158792.48365814742
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.85-84",634431.3725422197,4,158607.84313555493
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.75-84",631708.4967229597,4,157927.12418073992
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.8-96",631643.5742955613,4,157910.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC1,1.0-96",629723.5742955613,4,157430.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.95-96",629723.5742955613,4,157430.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.9-96",629723.5742955613,4,157430.89357389032
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.7-96",628209.7991949271,4,157052.44979873177
GPU.S1,"GPU.S1|buy-dismiss|DC2,1.0-84",626871.3725422197,4,156717.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.95-84",626871.3725422197,4,156717.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.9-84",626871.3725422197,4,156717.84313555493
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.75-72",626288.0350182467,4,156572.00875456168
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.85-84",621729.9346325897,4,155432.48365814742
CPU.S4,"CPU.S4|buy-dismiss|DC3,1.0-96",310186.1639803423,2,155093.08199017114
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.95-96",310186.1639803423,2,155093.08199017114
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.65-96",618609.7991949271,4,154652.44979873177
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.8-96",615877.3493961953,4,153969.33734904882
GPU.S1,"GPU.S1|buy-dismiss|DC1,1.0-96",615877.3493961953,4,153969.33734904882
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.95-96",615877.3493961953,4,153969.33734904882
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.9-96",615877.3493961953,4,153969.33734904882
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.8-96",611269.3493961953,4,152817.33734904882
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.85-84",609231.3725422197,4,152307.84313555493
CPU.S4,"CPU.S4|buy-dismiss|DC4,1.0-96",301354.1639803423,2,150677.08199017114
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.95-96",301354.1639803423,2,150677.08199017114
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.8-72",601808.0350182467,4,150452.00875456168
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.85-96",599003.5742955613,4,149750.89357389032
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.8-60",598845.7977488013,4,149711.44943720032
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.85-84",598647.3725422197,4,149661.84313555493
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.9-96",298666.1639803423,2,149333.08199017114
GPU.S2,"GPU.S2|buy-dismiss|DC3,1.0-72",593452.0306409659,4,148363.00766024148
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.95-72",593452.0306409659,4,148363.00766024148
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.9-72",593452.0306409659,4,148363.00766024148
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.8-84",593169.9346325897,4,148292.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.75-96",591323.5742955613,4,147830.89357389032
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.85-96",587077.3493961953,4,146769.33734904882
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.65-84",586348.4967229597,4,146587.12418073992
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.65-84",582988.4967229597,4,145747.12418073992
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.9-96",289834.1639803423,2,144917.08199017114
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.7-72",578768.0350182466,4,144692.00875456166
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.8-60",578445.7977488013,4,144611.44943720032
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.8-60",573645.7977488013,4,143411.44943720032
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.75-96",572677.3493961953,4,143169.33734904882
GPU.S2,"GPU.S2|buy-dismiss|DC4,1.0-72",571852.0306409659,4,142963.00766024148
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.95-72",571852.0306409659,4,142963.00766024148
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.9-72",571852.0306409659,4,142963.00766024148
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.8-84",571431.3725422197,4,142857.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC3,1.0-72",569616.0262636851,4,142404.00656592127
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.95-72",569616.0262636851,4,142404.00656592127
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.9-72",569616.0262636851,4,142404.00656592127
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.7-72",568688.0350182467,4,142172.00875456168
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.8-84",567969.9346325897,4,141992.48365814742
GPU.S3,"GPU.S3|buy-dismiss|DC1,1.0-60",565845.7977488014,4,141461.44943720035
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.95-60",565845.7977488014,4,141461.44943720035
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.9-60",565845.7977488014,4,141461.44943720035
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.85-72",564652.0306409659,4,141163.00766024148
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.75-96",562523.5742955613,4,140630.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.75-96",562523.5742955613,4,140630.89357389032
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.8-84",561249.9346325897,4,140312.48365814742
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.6-96",561009.7991949271,4,140252.44979873177
GPU.S2,"GPU.S2|buy-dismiss|DC1,1.0-84",559569.9346325897,4,139892.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.95-84",559569.9346325897,4,139892.48365814742
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.9-84",559569.9346325897,4,139892.48365814742
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.7-84",559468.4967229597,4,139867.12418073992
GPU.S2,"GPU.S2|buy-dismiss|DC2,1.0-72",557452.0306409659,4,139363.00766024148
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.95-72",557452.0306409659,4,139363.00766024148
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.9-72",557452.0306409659,4,139363.00766024148
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.6-96",555249.7991949271,4,138812.44979873177
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.85-96",275626.1639803423,2,137813.08199017114
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.65-84",551068.4967229597,4,137767.12418073992
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.7-72",548528.0350182466,4,137132.00875456166
GPU.S1,"GPU.S1|buy-dismiss|DC4,1.0-72",548016.0262636851,4,137004.00656592127
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.95-72",548016.0262636851,4,137004.00656592127
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.9-72",548016.0262636851,4,137004.00656592127
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.75-96",546757.3493961953,4,136689.33734904882
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.8-84",546231.3725422197,4,136557.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC1,1.0-84",546231.3725422197,4,136557.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.95-84",546231.3725422197,4,136557.84313555493
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.9-84",546231.3725422197,4,136557.84313555493
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.65-96",545649.7991949271,4,136412.44979873177
CPU.S4,"CPU.S4|buy-dismiss|DC3,1.0-84",272753.48510188697,2,136376.74255094348
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.95-84",272753.48510188697,2,136376.74255094348
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.75-96",543877.3493961953,4,135969.33734904882
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.85-72",543052.0306409659,4,135763.00766024148
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.85-72",542616.0262636851,4,135654.00656592127
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.8-84",542199.3725422197,4,135549.84313555493
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.85-60",540045.7977488014,4,135011.44943720035
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.75-72",539888.0350182467,4,134972.00875456168
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.8-96",537563.5742955613,4,134390.89357389032
GPU.S1,"GPU.S1|buy-dismiss|DC2,1.0-72",536136.0262636851,4,134034.00656592127
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.95-72",536136.0262636851,4,134034.00656592127
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.9-72",536136.0262636851,4,134034.00656592127
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.75-60",534045.7977488014,4,133511.44943720035
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.85-96",266794.1639803423,2,133397.08199017114
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.85-84",532689.9346325897,4,133172.48365814742
GPU.S3,"GPU.S3|buy-dismiss|DC3,1.0-48",531760.8847881556,4,132940.2211970389
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.95-48",531760.8847881556,4,132940.2211970389
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.9-48",531760.8847881556,4,132940.2211970389
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.85-72",531532.0306409659,4,132883.00766024148
CPU.S4,"CPU.S4|buy-dismiss|DC4,1.0-84",265025.48510188697,2,132512.74255094348
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.95-84",265025.48510188697,2,132512.74255094348
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.8-96",529477.3493961953,4,132369.33734904882
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.75-84",525969.9346325896,4,131492.4836581474
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.9-84",262673.48510188697,2,131336.74255094348
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.85-84",521031.3725422198,4,130257.84313555495
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.85-72",521016.0262636851,4,130254.00656592127
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.75-60",519645.79774880136,4,129911.44943720034
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.6-96",514929.7991949271,4,128732.44979873177
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.7-96",514523.57429556124,4,128630.89357389031
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.85-72",511944.0262636851,4,127986.00656592127
GPU.S3,"GPU.S3|buy-dismiss|DC4,1.0-48",511600.8847881556,4,127900.2211970389
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.95-48",511600.8847881556,4,127900.2211970389
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.9-48",511600.8847881556,4,127900.2211970389
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.9-84",254945.48510188697,2,127472.74255094348
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.75-60",508845.79774880136,4,127211.44943720034
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.75-84",508431.3725422198,4,127107.84313555495
GPU.S3,"GPU.S3|buy-dismiss|DC2,1.0-48",508240.8847881556,4,127060.2211970389
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.95-48",508240.8847881556,4,127060.2211970389
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.9-48",508240.8847881556,4,127060.2211970389
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.8-72",507052.0306409659,4,126763.00766024148
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.85-48",505840.8847881556,4,126460.2211970389
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.8-96",252586.16398034227,2,126293.08199017114
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.65-72",501008.03501824674,4,125252.00875456168
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.75-84",500769.93463258963,4,125192.48365814741
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.75-84",500769.93463258963,4,125192.48365814741
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.7-96",500677.34939619526,4,125169.33734904882
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.6-84",500668.4967229597,4,125167.12418073992
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.65-72",498128.03501824674,4,124532.00875456168
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.6-84",495628.4967229597,4,123907.12418073992
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.7-96",493403.57429556124,4,123350.89357389031
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.8-72",488616.0262636851,4,122154.00656592127
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.8-60",488445.79774880136,4,122111.44943720034
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.8-96",243754.16398034227,2,121877.08199017114
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.65-84",487228.4967229596,4,121807.1241807399
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.75-84",485751.3725422198,4,121437.84313555495
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.7-96",485723.57429556124,4,121430.89357389031
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.85-48",485680.8847881556,4,121420.2211970389
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.8-72",485452.0306409659,4,121363.00766024148
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.85-84",242513.48510188697,2,121256.74255094348
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.85-48",484720.8847881556,4,121180.2211970389
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.75-84",483231.3725422198,4,120807.84313555495
GPU.S2,"GPU.S2|buy-dismiss|DC3,1.0-60",483115.0730302012,4,120778.7682575503
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.95-60",483115.0730302012,4,120778.7682575503
